Date,Open,High,Low,Close,Volume,MarketCap
2019/3/26,3969.23 ,3985.08 ,3944.75 ,3985.08 ,10707678815.00 ,70184147203.00 
2019/3/25,4024.11 ,4038.84 ,3934.03 ,3963.07 ,10359818883.00 ,69789872373.00 
2019/3/24,4035.16 ,4040.70 ,4006.19 ,4022.17 ,9144851065.00 ,70823042992.00 
2019/3/23,4022.71 ,4049.88 ,4015.96 ,4035.83 ,9578850549.00 ,71056017910.00 
2019/3/22,4028.51 ,4053.91 ,4021.54 ,4023.97 ,9252935969.00 ,70840048102.00 
2019/3/21,4083.95 ,4097.36 ,4005.15 ,4029.33 ,10831212662.00 ,70926226882.00 
2019/3/20,4070.79 ,4089.46 ,4031.11 ,4087.48 ,10175916388.00 ,71942444088.00 
2019/3/19,4032.69 ,4082.22 ,4023.81 ,4071.19 ,9344919956.00 ,71647703828.00 
2019/3/18,4029.97 ,4071.56 ,4009.12 ,4032.51 ,9646954186.00 ,70958165407.00 
2019/3/17,4047.72 ,4054.12 ,4006.41 ,4025.23 ,8221625400.00 ,70821939585.00 
2019/3/16,3963.90 ,4077.04 ,3961.66 ,4048.73 ,9856166973.00 ,71227967573.00 
2019/3/15,3926.66 ,3968.54 ,3914.02 ,3960.91 ,9394210605.00 ,69675002377.00 
2019/3/14,3905.58 ,3946.50 ,3901.30 ,3924.37 ,10480789570.00 ,69024696307.00 
2019/3/13,3913.05 ,3926.60 ,3891.90 ,3906.72 ,9469184841.00 ,68706700381.00 
2019/3/12,3903.76 ,3926.89 ,3863.56 ,3909.16 ,9809887079.00 ,68743000581.00 
2019/3/11,3953.74 ,3966.38 ,3889.24 ,3905.23 ,10125901903.00 ,68666928026.00 
2019/3/10,3966.17 ,3966.17 ,3924.38 ,3951.60 ,9713267607.00 ,69475297370.00 
2019/3/9,3894.55 ,3987.24 ,3892.39 ,3963.31 ,10796103518.00 ,69674508655.00 
2019/3/8,3913.23 ,3950.43 ,3875.23 ,3901.13 ,10638638944.00 ,68574579320.00 
2019/3/7,3903.38 ,3939.37 ,3894.11 ,3911.48 ,9584165519.00 ,68749421311.00 
2019/3/6,3897.08 ,3919.51 ,3871.46 ,3903.94 ,9175291529.00 ,68609885776.00 
2019/3/5,3759.83 ,3903.92 ,3745.18 ,3896.38 ,10174126415.00 ,68470655400.00 
2019/3/4,3845.09 ,3867.38 ,3733.75 ,3761.56 ,9029175788.00 ,66094551587.00 
2019/3/3,3862.27 ,3875.48 ,3836.91 ,3847.18 ,7253558152.00 ,67592376373.00 
2019/3/2,3855.32 ,3874.61 ,3832.13 ,3864.42 ,7578786076.00 ,67888255371.00 
2019/3/1,3853.76 ,3907.80 ,3851.69 ,3859.58 ,7661247975.00 ,67796965743.00 
2019/2/28,3848.26 ,3906.06 ,3845.82 ,3854.79 ,8399767798.00 ,67704774107.00 
2019/2/27,3857.48 ,3888.80 ,3787.06 ,3851.05 ,8301309684.00 ,67631949500.00 
2019/2/26,3878.70 ,3891.58 ,3837.99 ,3854.36 ,7931218996.00 ,67683296223.00 
2019/2/25,3807.00 ,3913.71 ,3807.00 ,3882.70 ,9318796067.00 ,68173204651.00 
2019/2/24,4145.46 ,4210.64 ,3793.71 ,3810.43 ,10794227451.00 ,66897483404.00 
2019/2/23,3998.92 ,4166.29 ,3968.73 ,4142.53 ,8922258316.00 ,72720867208.00 
2019/2/22,3952.41 ,4006.54 ,3950.82 ,4005.53 ,7826525254.00 ,70308555857.00 
2019/2/21,4000.26 ,4010.01 ,3940.11 ,3954.12 ,7775128102.00 ,69398333876.00 
2019/2/20,3946.68 ,4000.49 ,3926.25 ,3999.82 ,8693373948.00 ,70194350042.00 
2019/2/19,3911.66 ,4010.88 ,3908.15 ,3947.09 ,9933626655.00 ,69262673238.00 
2019/2/18,3671.37 ,3936.67 ,3669.98 ,3915.71 ,9908216640.00 ,68704389994.00 
2019/2/17,3633.36 ,3680.54 ,3619.18 ,3673.84 ,7039512503.00 ,64453368779.00 
2019/2/16,3615.27 ,3652.84 ,3615.27 ,3629.79 ,5934744052.00 ,63673369195.00 
2019/2/15,3617.37 ,3647.80 ,3608.21 ,3620.81 ,6091952231.00 ,63509111125.00 
2019/2/14,3631.17 ,3646.26 ,3607.70 ,3616.88 ,6271044418.00 ,63434486052.00 
2019/2/13,3653.60 ,3669.75 ,3617.25 ,3632.07 ,6438903823.00 ,63694394519.00 
2019/2/12,3642.75 ,3668.59 ,3618.56 ,3653.53 ,6480384532.00 ,64063755250.00 
2019/2/11,3695.61 ,3695.61 ,3642.29 ,3648.43 ,6277056434.00 ,63968390250.00 
2019/2/10,3673.20 ,3695.04 ,3640.98 ,3690.19 ,6282256903.00 ,64694025951.00 
2019/2/9,3671.59 ,3679.94 ,3646.56 ,3671.20 ,6158833645.00 ,64354732475.00 
2019/2/8,3401.38 ,3695.61 ,3391.02 ,3666.78 ,7735623101.00 ,64270269953.00 
2019/2/7,3414.93 ,3427.95 ,3394.22 ,3399.47 ,5004962683.00 ,59578075991.00 
2019/2/6,3469.09 ,3469.09 ,3398.57 ,3413.77 ,5482196038.00 ,59821158612.00 
2019/2/5,3454.95 ,3478.15 ,3451.94 ,3466.36 ,5227549545.00 ,60735563490.00 
2019/2/4,3467.21 ,3476.22 ,3442.59 ,3459.15 ,5332718886.00 ,60603083461.00 
2019/2/3,3516.14 ,3521.39 ,3447.92 ,3464.01 ,5043937584.00 ,60681847608.00 
2019/2/2,3484.63 ,3523.29 ,3467.57 ,3521.06 ,5071623601.00 ,61675119055.00 
2019/2/1,3460.55 ,3501.95 ,3431.59 ,3487.95 ,5422926707.00 ,61088747491.00 
2019/1/31,3485.41 ,3504.80 ,3447.92 ,3457.79 ,5831198271.00 ,60553903928.00 
2019/1/30,3443.90 ,3495.17 ,3429.39 ,3486.18 ,5955112627.00 ,61044262622.00 
2019/1/29,3468.87 ,3476.07 ,3400.82 ,3448.12 ,5897159493.00 ,60371874099.00 
2019/1/28,3584.28 ,3586.75 ,3439.23 ,3470.45 ,6908930483.00 ,60756570314.00 
2019/1/27,3604.69 ,3612.67 ,3567.25 ,3583.97 ,5570752966.00 ,62737274093.00 
2019/1/26,3599.72 ,3654.93 ,3593.35 ,3602.46 ,5098183235.00 ,63054898963.00 
2019/1/25,3607.39 ,3612.93 ,3575.60 ,3599.77 ,5265847539.00 ,63000985908.00 
2019/1/24,3584.50 ,3616.09 ,3569.09 ,3600.87 ,5262869046.00 ,63014066012.00 
2019/1/23,3605.56 ,3623.07 ,3565.31 ,3585.12 ,5433755649.00 ,62731361272.00 
2019/1/22,3575.08 ,3620.75 ,3539.72 ,3604.58 ,5313623556.00 ,63065139424.00 
2019/1/21,3600.37 ,3608.84 ,3558.54 ,3576.03 ,5004347059.00 ,62559869612.00 
2019/1/20,3725.45 ,3743.39 ,3583.02 ,3601.01 ,5582489560.00 ,62990143284.00 
2019/1/19,3652.38 ,3758.53 ,3652.38 ,3728.57 ,5955691380.00 ,65214103659.00 
2019/1/18,3677.99 ,3682.52 ,3637.08 ,3657.84 ,5002961727.00 ,63970991867.00 
2019/1/17,3651.87 ,3680.14 ,3621.96 ,3678.56 ,5464420383.00 ,64327048255.00 
2019/1/16,3631.51 ,3685.78 ,3624.67 ,3655.01 ,5394457145.00 ,63909348776.00 
2019/1/15,3704.22 ,3720.15 ,3619.95 ,3630.68 ,5537192302.00 ,63477817959.00 
2019/1/14,3557.31 ,3727.84 ,3552.29 ,3706.05 ,5651384490.00 ,64789619995.00 
2019/1/13,3658.87 ,3674.76 ,3544.93 ,3552.95 ,4681302466.00 ,62106461671.00 
2019/1/12,3686.97 ,3698.98 ,3653.81 ,3661.30 ,4778170883.00 ,63994140882.00 
2019/1/11,3674.02 ,3713.88 ,3653.07 ,3687.37 ,5538712865.00 ,64443301117.00 
2019/1/10,4034.41 ,4064.07 ,3659.17 ,3678.92 ,6874143796.00 ,64288932886.00 
2019/1/9,4031.55 ,4068.40 ,4022.66 ,4035.30 ,5115905225.00 ,70508733459.00 
2019/1/8,4028.47 ,4109.02 ,3996.96 ,4030.85 ,5306593305.00 ,70422743854.00 
2019/1/7,4078.59 ,4092.61 ,4020.89 ,4025.25 ,5228625637.00 ,70316305580.00 
2019/1/6,3836.52 ,4093.30 ,3826.51 ,4076.63 ,5597027440.00 ,71206795853.00 
2019/1/5,3851.97 ,3904.90 ,3836.90 ,3845.19 ,5137609824.00 ,67157570935.00 
2019/1/4,3832.04 ,3865.93 ,3783.85 ,3857.72 ,4847965467.00 ,67368333500.00 
2019/1/3,3931.05 ,3935.69 ,3826.22 ,3836.74 ,4530215219.00 ,66994920903.00 
2019/1/2,3849.22 ,3947.98 ,3817.41 ,3943.41 ,5244856836.00 ,68849856732.00 
2019/1/1,3746.71 ,3850.91 ,3707.23 ,3843.52 ,4324200990.00 ,67098634181.00 
2018/12/31,3866.84 ,3868.74 ,3725.87 ,3742.70 ,4661840806.00 ,65331499158.00 
2018/12/30,3822.38 ,3901.91 ,3797.22 ,3865.95 ,4770578575.00 ,67475512827.00 
2018/12/29,3932.49 ,3963.76 ,3820.41 ,3820.41 ,4991655917.00 ,66672244158.00 
2018/12/28,3653.13 ,3956.14 ,3642.63 ,3923.92 ,5631554348.00 ,68471837969.00 
2018/12/27,3854.69 ,3874.42 ,3645.45 ,3654.83 ,5130222366.00 ,63768757101.00 
2018/12/26,3819.67 ,3893.36 ,3769.86 ,3857.30 ,5326547918.00 ,67292819465.00 
2018/12/25,4081.03 ,4089.56 ,3760.02 ,3815.49 ,6158207293.00 ,66556033172.00 
2018/12/24,4000.33 ,4271.79 ,4000.33 ,4078.60 ,7240968501.00 ,71137548589.00 
2018/12/23,4020.99 ,4085.72 ,3976.41 ,3998.98 ,6151275490.00 ,69741217417.00 
2018/12/22,3898.08 ,4014.18 ,3855.74 ,4014.18 ,5605823233.00 ,69997508295.00 
2018/12/21,4133.70 ,4198.43 ,3850.95 ,3896.54 ,7206015706.00 ,67937650255.00 
2018/12/20,3742.20 ,4191.23 ,3728.97 ,4134.44 ,8927129279.00 ,72078243771.00 
2018/12/19,3706.82 ,3949.32 ,3687.23 ,3745.95 ,6810689119.00 ,65299132785.00 
2018/12/18,3544.76 ,3701.35 ,3487.17 ,3696.06 ,5911325473.00 ,64422587801.00 
2018/12/17,3253.12 ,3597.92 ,3253.12 ,3545.86 ,5409247918.00 ,61798926687.00 
2018/12/16,3236.27 ,3305.75 ,3233.82 ,3252.84 ,3744248994.00 ,56685436644.00 
2018/12/15,3244.00 ,3275.38 ,3191.30 ,3236.76 ,3551763561.00 ,56400691425.00 
2018/12/14,3311.75 ,3329.56 ,3206.54 ,3242.48 ,4372763663.00 ,56494379457.00 
2018/12/13,3487.88 ,3489.74 ,3298.13 ,3313.68 ,4343372456.00 ,57728688216.00 
2018/12/12,3421.46 ,3534.23 ,3413.48 ,3486.95 ,4139364829.00 ,60741625426.00 
2018/12/11,3497.55 ,3513.18 ,3392.25 ,3424.59 ,4696765188.00 ,59650201102.00 
2018/12/10,3612.05 ,3647.33 ,3470.14 ,3502.66 ,5020968740.00 ,61004445982.00 
2018/12/9,3473.23 ,3685.31 ,3469.09 ,3614.23 ,4947372847.00 ,62942160928.00 
2018/12/8,3421.91 ,3506.04 ,3350.65 ,3476.11 ,5305024497.00 ,60531278392.00 
2018/12/7,3512.59 ,3512.59 ,3280.23 ,3419.94 ,6835615448.00 ,59547645578.00 
2018/12/6,3754.07 ,3874.97 ,3521.10 ,3521.10 ,5878333109.00 ,61303965508.00 
2018/12/5,3958.89 ,3969.54 ,3753.99 ,3753.99 ,5302481574.00 ,65352496336.00 
2018/12/4,3886.29 ,4075.63 ,3832.75 ,3956.89 ,5028069239.00 ,68878292608.00 
2018/12/3,4147.32 ,4155.98 ,3840.45 ,3894.13 ,5089570994.00 ,67779050170.00 
2018/12/2,4200.73 ,4301.52 ,4110.98 ,4139.88 ,5262697895.00 ,72050487506.00 
2018/12/1,4024.46 ,4309.38 ,3969.71 ,4214.67 ,5375314093.00 ,73346194969.00 
2018/11/30,4289.09 ,4322.98 ,3942.82 ,4017.27 ,6048016717.00 ,69904637061.00 
2018/11/29,4269.00 ,4413.02 ,4145.77 ,4278.85 ,6503347767.00 ,74451016927.00 
2018/11/28,3822.47 ,4385.90 ,3822.47 ,4257.42 ,7280280000.00 ,74072560088.00 
2018/11/27,3765.95 ,3862.96 ,3661.01 ,3820.72 ,5998720000.00 ,66468970322.00 
2018/11/26,4015.07 ,4107.14 ,3643.92 ,3779.13 ,6476900000.00 ,65739289046.00 
2018/11/25,3880.78 ,4120.87 ,3585.06 ,4009.97 ,6825640000.00 ,69749265801.00 
2018/11/24,4347.69 ,4413.09 ,3795.16 ,3880.76 ,4679500000.00 ,67495633205.00 
2018/11/23,4360.70 ,4396.42 ,4195.68 ,4347.11 ,4871490000.00 ,75598851166.00 
2018/11/22,4611.57 ,4629.64 ,4365.64 ,4365.94 ,4569370000.00 ,75919439809.00 
2018/11/21,4465.54 ,4675.73 ,4343.98 ,4602.17 ,6120120000.00 ,80020171047.00 
2018/11/20,4863.93 ,4951.61 ,4272.11 ,4451.87 ,8428290000.00 ,77401044320.00 
2018/11/19,5620.78 ,5620.78 ,4842.91 ,4871.49 ,7039560000.00 ,84688539692.00 
2018/11/18,5559.74 ,5653.61 ,5559.74 ,5623.54 ,4159680000.00 ,97753714643.00 
2018/11/17,5578.58 ,5578.58 ,5519.56 ,5554.33 ,4303150000.00 ,96542098114.00 
2018/11/16,5645.32 ,5657.02 ,5498.94 ,5575.55 ,5279320000.00 ,96900828780.00 
2018/11/15,5736.15 ,5774.82 ,5358.38 ,5648.03 ,7032140000.00 ,98151606541.00 
2018/11/14,6351.24 ,6371.55 ,5544.09 ,5738.35 ,7398940000.00 ,99712077259.00 
2018/11/13,6373.19 ,6395.27 ,6342.67 ,6359.49 ,4503800000.00 ,110494466204.00 
2018/11/12,6411.76 ,6434.21 ,6360.47 ,6371.27 ,4295770000.00 ,110689666528.00 
2018/11/11,6413.63 ,6423.25 ,6350.17 ,6411.27 ,3939060000.00 ,111373453740.00 
2018/11/10,6386.13 ,6437.28 ,6385.31 ,6409.22 ,3705320000.00 ,111326145314.00 
2018/11/9,6442.60 ,6456.46 ,6373.37 ,6385.62 ,4346820000.00 ,110905767441.00 
2018/11/8,6522.27 ,6536.92 ,6438.53 ,6453.72 ,4665260000.00 ,112078367037.00 
2018/11/7,6468.50 ,6552.16 ,6468.31 ,6530.14 ,4941260000.00 ,113395632955.00 
2018/11/6,6433.38 ,6463.55 ,6408.16 ,6461.01 ,4700040000.00 ,112095603776.00 
2018/11/5,6363.62 ,6480.59 ,6363.62 ,6419.66 ,4174800000.00 ,111456211022.00 
2018/11/4,6365.47 ,6388.63 ,6294.57 ,6376.13 ,4390020000.00 ,110689215104.00 
2018/11/3,6387.24 ,6400.07 ,6342.37 ,6361.26 ,3658640000.00 ,110421212888.00 
2018/11/2,6378.92 ,6396.86 ,6327.38 ,6388.44 ,4234870000.00 ,110880236966.00 
2018/11/1,6318.14 ,6547.14 ,6311.83 ,6377.78 ,3789400000.00 ,110683820788.00 
2018/10/31,6336.99 ,6349.16 ,6316.88 ,6317.61 ,4191240000.00 ,109627117226.00 
2018/10/30,6337.04 ,6364.99 ,6310.14 ,6334.27 ,3781100000.00 ,109903543419.00 
2018/10/29,6492.35 ,6503.60 ,6306.99 ,6332.63 ,4199910000.00 ,109862898081.00 
2018/10/28,6482.66 ,6502.28 ,6447.91 ,6486.39 ,3445190000.00 ,112518434372.00 
2018/10/27,6480.84 ,6507.41 ,6453.53 ,6480.38 ,3393250000.00 ,112403001148.00 
2018/10/26,6468.44 ,6498.29 ,6449.61 ,6474.75 ,3306050000.00 ,112294341019.00 
2018/10/25,6484.65 ,6504.65 ,6447.03 ,6476.29 ,3230550000.00 ,112309554478.00 
2018/10/24,6478.89 ,6521.99 ,6468.86 ,6495.84 ,3424670000.00 ,112637293966.00 
2018/10/23,6472.36 ,6506.01 ,6451.27 ,6475.74 ,3716150000.00 ,112279779884.00 
2018/10/22,6486.05 ,6543.80 ,6462.98 ,6487.16 ,3672860000.00 ,112465213723.00 
2018/10/21,6490.09 ,6556.38 ,6476.00 ,6482.35 ,3253610000.00 ,112369106369.00 
2018/10/20,6460.92 ,6497.72 ,6449.00 ,6489.19 ,3379130000.00 ,112476559221.00 
2018/10/19,6478.07 ,6493.68 ,6445.31 ,6465.41 ,3578870000.00 ,112052990522.00 
2018/10/18,6542.33 ,6567.54 ,6450.04 ,6476.71 ,3924080000.00 ,112237252159.00 
2018/10/17,6590.52 ,6601.21 ,6517.45 ,6544.43 ,4088420000.00 ,113399343801.00 
2018/10/16,6601.41 ,6673.59 ,6571.37 ,6596.11 ,4074800000.00 ,114283707152.00 
2018/10/15,6292.64 ,6965.06 ,6258.68 ,6596.54 ,7370770000.00 ,114280022340.00 
2018/10/14,6288.49 ,6363.21 ,6280.15 ,6290.93 ,3085320000.00 ,108972590373.00 
2018/10/13,6278.08 ,6308.51 ,6259.81 ,6285.99 ,3064030000.00 ,108878136724.00 
2018/10/12,6239.25 ,6328.50 ,6236.47 ,6274.58 ,3783500000.00 ,108669526315.00 
2018/10/11,6586.74 ,6586.74 ,6243.74 ,6256.24 ,5181640000.00 ,108341572839.00 
2018/10/10,6640.29 ,6640.29 ,6538.96 ,6585.53 ,3787650000.00 ,114030835912.00 
2018/10/9,6653.08 ,6661.41 ,6606.94 ,6642.64 ,3580810000.00 ,115007759484.00 
2018/10/8,6600.19 ,6675.06 ,6576.04 ,6652.23 ,3979460000.00 ,115162906843.00 
2018/10/7,6590.68 ,6641.49 ,6557.04 ,6602.95 ,3306630000.00 ,114298880311.00 
2018/10/6,6622.45 ,6628.54 ,6577.80 ,6588.31 ,3259740000.00 ,114033598927.00 
2018/10/5,6574.15 ,6623.62 ,6557.41 ,6622.48 ,3671500000.00 ,114614764674.00 
2018/10/4,6497.91 ,6603.31 ,6497.91 ,6576.69 ,3838410000.00 ,113811343543.00 
2018/10/3,6553.86 ,6571.46 ,6454.03 ,6502.59 ,3887310000.00 ,112516993837.00 
2018/10/2,6593.24 ,6611.84 ,6537.90 ,6556.10 ,3979260000.00 ,113431019760.00 
2018/10/1,6619.85 ,6653.30 ,6549.08 ,6589.62 ,4000970000.00 ,113999846113.00 
2018/9/30,6604.71 ,6643.78 ,6566.54 ,6625.56 ,4002280000.00 ,114608519470.00 
2018/9/29,6643.10 ,6643.10 ,6511.65 ,6601.96 ,4363690000.00 ,114186839964.00 
2018/9/28,6678.75 ,6785.03 ,6598.32 ,6644.13 ,5014430000.00 ,114903584220.00 
2018/9/27,6495.29 ,6712.10 ,6464.95 ,6676.75 ,4606810000.00 ,115454861756.00 
2018/9/26,6452.79 ,6585.91 ,6397.89 ,6495.00 ,4437300000.00 ,112300336125.00 
2018/9/25,6603.64 ,6603.64 ,6381.86 ,6446.47 ,4726180000.00 ,111450035114.00 
2018/9/24,6704.77 ,6713.56 ,6580.90 ,6595.41 ,4177310000.00 ,114011060309.00 
2018/9/23,6715.32 ,6766.15 ,6679.42 ,6710.63 ,4197500000.00 ,115990387532.00 
2018/9/22,6735.05 ,6814.56 ,6616.80 ,6721.98 ,4509660000.00 ,116173876360.00 
2018/9/21,6513.87 ,6794.33 ,6496.36 ,6734.95 ,6531940000.00 ,116385068032.00 
2018/9/20,6398.85 ,6529.26 ,6395.95 ,6519.67 ,4348110000.00 ,112653130183.00 
2018/9/19,6371.85 ,6448.46 ,6208.34 ,6398.54 ,4431340000.00 ,110547735544.00 
2018/9/18,6280.91 ,6384.18 ,6265.71 ,6371.30 ,4180090000.00 ,110064685348.00 
2018/9/17,6514.06 ,6540.21 ,6257.52 ,6281.20 ,3910780000.00 ,108497127334.00 
2018/9/16,6536.68 ,6544.33 ,6460.10 ,6517.18 ,3273730000.00 ,112562367224.00 
2018/9/15,6509.40 ,6561.72 ,6493.55 ,6543.20 ,3216300000.00 ,113000324618.00 
2018/9/14,6515.41 ,6596.10 ,6456.17 ,6512.71 ,4076220000.00 ,112462453186.00 
2018/9/13,6354.24 ,6535.41 ,6354.24 ,6517.31 ,4210910000.00 ,112530970182.00 
2018/9/12,6317.01 ,6363.87 ,6265.09 ,6351.80 ,4064230000.00 ,109661521297.00 
