Date,Open,High,Low,Close,Volume,MarketCap
2018/9/11,6331.88 ,6398.92 ,6260.21 ,6321.20 ,3849910000.00 ,109119948884.00 
2018/9/10,6301.57 ,6374.98 ,6292.76 ,6329.70 ,3714100000.00 ,109255603474.00 
2018/9/9,6223.38 ,6446.26 ,6201.22 ,6300.86 ,3671890000.00 ,108747090915.00 
2018/9/8,6460.17 ,6534.25 ,6197.52 ,6225.98 ,3835060000.00 ,107442122871.00 
2018/9/7,6528.92 ,6555.29 ,6396.87 ,6467.07 ,4264680000.00 ,111590424587.00 
2018/9/6,6755.14 ,6755.14 ,6404.72 ,6529.17 ,5523470000.00 ,112649565532.00 
2018/9/5,7361.46 ,7388.43 ,6792.83 ,6792.83 ,5800460000.00 ,117185657641.00 
2018/9/4,7263.00 ,7388.26 ,7255.44 ,7361.66 ,4273640000.00 ,126986882925.00 
2018/9/3,7279.03 ,7317.94 ,7208.15 ,7260.06 ,4087760000.00 ,125222785390.00 
2018/9/2,7189.58 ,7306.31 ,7132.16 ,7272.72 ,4329540000.00 ,125427780027.00 
2018/9/1,7044.81 ,7242.29 ,7038.05 ,7193.25 ,4116050000.00 ,124044625438.00 
2018/8/31,6973.97 ,7057.17 ,6920.16 ,7037.58 ,4495650000.00 ,121346613238.00 
2018/8/30,7043.76 ,7072.69 ,6834.69 ,6978.23 ,4463250000.00 ,120309828156.00 
2018/8/29,7091.71 ,7113.30 ,6970.82 ,7047.16 ,4145880000.00 ,121484666374.00 
2018/8/28,6891.08 ,7109.56 ,6882.34 ,7096.28 ,4659940000.00 ,122319195736.00 
2018/8/27,6710.80 ,6884.64 ,6689.71 ,6884.64 ,4019000000.00 ,118657885712.00 
2018/8/26,6754.64 ,6774.75 ,6620.75 ,6707.26 ,3295500000.00 ,115585205491.00 
2018/8/25,6719.95 ,6789.63 ,6700.96 ,6763.19 ,3312600000.00 ,116534497933.00 
2018/8/24,6551.52 ,6719.96 ,6498.64 ,6719.96 ,4097820000.00 ,115778358839.00 
2018/8/23,6371.34 ,6546.54 ,6371.34 ,6534.88 ,3426180000.00 ,112577436411.00 
2018/8/22,6486.25 ,6816.79 ,6310.11 ,6376.71 ,4668110000.00 ,109840902181.00 
2018/8/21,6301.07 ,6500.87 ,6298.24 ,6488.76 ,3377180000.00 ,111758100192.00 
2018/8/20,6500.51 ,6536.92 ,6297.93 ,6308.53 ,3665100000.00 ,108642191682.00 
2018/8/19,6422.57 ,6537.98 ,6361.55 ,6506.07 ,3311170000.00 ,112031838393.00 
2018/8/18,6583.43 ,6617.35 ,6353.73 ,6423.76 ,3984520000.00 ,110603014928.00 
2018/8/17,6340.91 ,6582.50 ,6324.97 ,6580.63 ,4992990000.00 ,113290724406.00 
2018/8/16,6294.23 ,6473.50 ,6276.41 ,6334.73 ,4328420000.00 ,109045250379.00 
2018/8/15,6221.42 ,6588.49 ,6221.42 ,6308.52 ,4895450000.00 ,108581773101.00 
2018/8/14,6287.66 ,6287.94 ,5971.05 ,6199.71 ,5301700000.00 ,106696389129.00 
2018/8/13,6341.36 ,6537.05 ,6225.72 ,6297.57 ,4083980000.00 ,108369686635.00 
2018/8/12,6283.65 ,6409.85 ,6237.50 ,6322.69 ,5665250000.00 ,108790259014.00 
2018/8/11,6185.79 ,6455.74 ,6109.03 ,6295.73 ,4047850000.00 ,108314257212.00 
2018/8/10,6571.42 ,6591.26 ,6124.52 ,6184.71 ,4528680000.00 ,106390927598.00 
2018/8/9,6305.56 ,6625.73 ,6249.07 ,6568.23 ,4267040000.00 ,112973963230.00 
2018/8/8,6746.85 ,6746.85 ,6226.22 ,6305.80 ,5064430000.00 ,108448409560.00 
2018/8/7,6958.32 ,7146.56 ,6748.24 ,6753.12 ,4682800000.00 ,116128339800.00 
2018/8/6,7062.94 ,7166.55 ,6890.54 ,6951.80 ,3925900000.00 ,119531508535.00 
2018/8/5,7031.08 ,7102.77 ,6940.70 ,7068.48 ,3679110000.00 ,121526079384.00 
2018/8/4,7438.67 ,7497.49 ,6984.07 ,7032.85 ,4268390000.00 ,120899698889.00 
2018/8/3,7562.14 ,7562.14 ,7328.65 ,7434.39 ,4627150000.00 ,127785826655.00 
2018/8/2,7634.19 ,7712.77 ,7523.44 ,7567.15 ,4214110000.00 ,130052066760.00 
2018/8/1,7769.04 ,7769.04 ,7504.95 ,7624.91 ,4797620000.00 ,131030166771.00 
2018/7/31,8181.20 ,8181.53 ,7696.93 ,7780.44 ,5287530000.00 ,133688476220.00 
2018/7/30,8221.58 ,8235.50 ,7917.50 ,8180.48 ,5551400000.00 ,140547190784.00 
2018/7/29,8205.82 ,8272.26 ,8141.18 ,8218.46 ,4107190016.00 ,141185844808.00 
2018/7/28,8169.06 ,8222.85 ,8110.77 ,8192.15 ,3988750080.00 ,140716560550.00 
2018/7/27,7950.40 ,8262.66 ,7839.76 ,8165.01 ,5195879936.00 ,140235573607.00 
2018/7/26,8176.85 ,8290.33 ,7878.71 ,7951.58 ,4899089920.00 ,136553079708.00 
2018/7/25,8379.66 ,8416.87 ,8086.36 ,8181.39 ,5845400064.00 ,140482950401.00 
2018/7/24,7716.51 ,8424.27 ,7705.50 ,8424.27 ,7277689856.00 ,144634918474.00 
2018/7/23,7414.71 ,7771.50 ,7409.10 ,7711.11 ,5132480000.00 ,132375368459.00 
2018/7/22,7417.80 ,7537.95 ,7383.82 ,7418.49 ,3695460096.00 ,127336615249.00 
2018/7/21,7352.72 ,7437.64 ,7262.41 ,7419.29 ,3726609920.00 ,127333468174.00 
2018/7/20,7467.40 ,7594.67 ,7323.26 ,7354.13 ,4936869888.00 ,126202570251.00 
2018/7/19,7378.20 ,7494.46 ,7295.46 ,7466.86 ,5111629824.00 ,128122730711.00 
2018/7/18,7315.32 ,7534.99 ,7280.47 ,7370.78 ,6103410176.00 ,126458165406.00 
2018/7/17,6739.65 ,7387.24 ,6684.17 ,7321.04 ,5961950208.00 ,125588963706.00 
2018/7/16,6357.01 ,6741.75 ,6357.01 ,6741.75 ,4725799936.00 ,115638203962.00 
2018/7/15,6272.70 ,6403.46 ,6256.51 ,6359.64 ,3285459968.00 ,109074579938.00 
2018/7/14,6247.50 ,6298.19 ,6212.22 ,6276.12 ,2923670016.00 ,107631453835.00 
2018/7/13,6235.03 ,6310.55 ,6192.24 ,6238.05 ,3805400064.00 ,106968440793.00 
2018/7/12,6396.78 ,6397.10 ,6136.42 ,6228.81 ,3770170112.00 ,106798864820.00 
2018/7/11,6330.77 ,6444.96 ,6330.47 ,6394.71 ,3644859904.00 ,109631867446.00 
2018/7/10,6739.21 ,6767.74 ,6320.72 ,6329.95 ,4052430080.00 ,108511009626.00 
2018/7/9,6775.08 ,6838.68 ,6724.34 ,6741.75 ,3718129920.00 ,115557889495.00 
2018/7/8,6857.80 ,6885.91 ,6747.98 ,6773.88 ,3386210048.00 ,116097021279.00 
2018/7/7,6668.71 ,6863.99 ,6579.24 ,6856.93 ,3961080064.00 ,117506606000.00 
2018/7/6,6638.69 ,6700.94 ,6533.55 ,6673.50 ,4313959936.00 ,114350502582.00 
2018/7/5,6599.71 ,6749.54 ,6546.65 ,6639.14 ,4999240192.00 ,113748385620.00 
2018/7/4,6550.87 ,6771.92 ,6450.46 ,6597.55 ,4176689920.00 ,113024522547.00 
2018/7/3,6596.66 ,6671.37 ,6447.75 ,6529.59 ,4672309760.00 ,111849428104.00 
2018/7/2,6380.38 ,6683.86 ,6305.70 ,6614.18 ,4396930048.00 ,113288832522.00 
2018/7/1,6411.68 ,6432.85 ,6289.29 ,6385.82 ,4788259840.00 ,109366024632.00 
2018/6/30,6214.22 ,6465.51 ,6214.22 ,6404.00 ,4543860224.00 ,109665618200.00 
2018/6/29,5898.13 ,6261.66 ,5835.75 ,6218.30 ,3966230016.00 ,106474707240.00 
2018/6/28,6153.16 ,6170.41 ,5873.05 ,5903.44 ,3467800064.00 ,101072353482.00 
2018/6/27,6084.40 ,6180.00 ,6052.85 ,6157.13 ,3296219904.00 ,105403600614.00 
2018/6/26,6253.55 ,6290.16 ,6093.67 ,6093.67 ,3279759872.00 ,104307939200.00 
2018/6/25,6171.97 ,6327.37 ,6119.68 ,6249.18 ,5500810240.00 ,106958465208.00 
2018/6/24,6164.28 ,6223.78 ,5826.41 ,6173.23 ,4566909952.00 ,105646571668.00 
2018/6/23,6090.10 ,6224.82 ,6071.81 ,6162.48 ,3431360000.00 ,105449276520.00 
2018/6/22,6737.88 ,6747.08 ,6006.60 ,6083.69 ,5079810048.00 ,104088814967.00 
2018/6/21,6780.09 ,6810.94 ,6715.17 ,6729.74 ,3529129984.00 ,115129700024.00 
2018/6/20,6770.76 ,6821.56 ,6611.88 ,6776.55 ,3888640000.00 ,115916357344.00 
2018/6/19,6742.39 ,6822.50 ,6709.92 ,6769.94 ,4057029888.00 ,115789919278.00 
2018/6/18,6510.07 ,6781.14 ,6446.68 ,6734.82 ,4039200000.00 ,115176197712.00 
2018/6/17,6545.53 ,6589.11 ,6499.27 ,6499.27 ,3104019968.00 ,111134754810.00 
2018/6/16,6455.45 ,6592.49 ,6402.29 ,6550.16 ,3194170112.00 ,111992015616.00 
2018/6/15,6674.08 ,6681.08 ,6433.87 ,6456.58 ,3955389952.00 ,110378702283.00 
2018/6/14,6342.75 ,6707.14 ,6334.46 ,6675.35 ,5138710016.00 ,114106009748.00 
2018/6/13,6596.88 ,6631.66 ,6285.63 ,6349.90 ,5052349952.00 ,108530585830.00 
2018/6/12,6905.82 ,6907.96 ,6542.08 ,6582.36 ,4654380032.00 ,112491874164.00 
2018/6/11,6799.29 ,6910.18 ,6706.63 ,6906.92 ,4745269760.00 ,118025877189.00 
2018/6/10,7499.55 ,7499.55 ,6709.07 ,6786.02 ,5804839936.00 ,115948312827.00 
2018/6/9,7632.52 ,7683.58 ,7531.98 ,7531.98 ,3845220096.00 ,128682085689.00 
2018/6/8,7685.14 ,7698.19 ,7558.40 ,7624.92 ,4227579904.00 ,130256218613.00 
2018/6/7,7650.82 ,7741.27 ,7650.82 ,7678.24 ,4485799936.00 ,131153169176.00 
2018/6/6,7625.97 ,7680.43 ,7502.01 ,7653.98 ,4692259840.00 ,130725095161.00 
2018/6/5,7500.90 ,7643.23 ,7397.00 ,7633.76 ,4961739776.00 ,130365918088.00 
2018/6/4,7722.53 ,7753.82 ,7474.04 ,7514.47 ,4993169920.00 ,128312205314.00 
2018/6/3,7632.09 ,7754.89 ,7613.04 ,7720.25 ,4851760128.00 ,131808021256.00 
2018/6/2,7536.72 ,7695.83 ,7497.26 ,7643.45 ,4939299840.00 ,130481526036.00 
2018/6/1,7500.70 ,7604.73 ,7407.34 ,7541.45 ,4921460224.00 ,128725854692.00 
2018/5/31,7406.15 ,7608.90 ,7361.13 ,7494.17 ,5127130112.00 ,127902999390.00 
2018/5/30,7469.73 ,7573.77 ,7313.60 ,7406.52 ,4922540032.00 ,126391893474.00 
2018/5/29,7129.46 ,7526.42 ,7090.68 ,7472.59 ,5662660096.00 ,127502651064.00 
2018/5/28,7371.31 ,7419.05 ,7100.89 ,7135.99 ,5040600064.00 ,121747389422.00 
2018/5/27,7362.08 ,7381.74 ,7270.96 ,7368.22 ,4056519936.00 ,125695017596.00 
2018/5/26,7486.48 ,7595.16 ,7349.12 ,7355.88 ,4051539968.00 ,125469061263.00 
2018/5/25,7592.30 ,7659.14 ,7392.65 ,7480.14 ,4867829760.00 ,127573690458.00 
2018/5/24,7561.12 ,7738.60 ,7331.14 ,7587.34 ,6049220096.00 ,129385391552.00 
2018/5/23,8037.08 ,8054.66 ,7507.88 ,7557.82 ,6491120128.00 ,128868479514.00 
2018/5/22,8419.87 ,8423.25 ,8004.58 ,8041.78 ,5137010176.00 ,137104106176.00 
2018/5/21,8522.33 ,8557.52 ,8365.12 ,8418.99 ,5154990080.00 ,143518943480.00 
2018/5/20,8246.99 ,8562.41 ,8205.24 ,8513.25 ,5191059968.00 ,145109512565.00 
2018/5/19,8255.73 ,8372.06 ,8183.35 ,8247.18 ,4712399872.00 ,140559162894.00 
2018/5/18,8091.83 ,8274.12 ,7974.82 ,8250.97 ,5764190208.00 ,140607667610.00 
2018/5/17,8370.05 ,8445.54 ,8054.12 ,8094.32 ,5862530048.00 ,137923772714.00 
2018/5/16,8504.41 ,8508.43 ,8175.49 ,8368.83 ,6760220160.00 ,142587497878.00 
2018/5/15,8705.19 ,8836.19 ,8456.45 ,8510.38 ,6705710080.00 ,144979744412.00 
2018/5/14,8713.10 ,8881.12 ,8367.97 ,8716.79 ,7364149760.00 ,148480275422.00 
2018/5/13,8515.49 ,8773.55 ,8395.12 ,8723.94 ,5866379776.00 ,148587777457.00 
2018/5/12,8441.44 ,8664.86 ,8223.50 ,8504.89 ,6821380096.00 ,144841040789.00 
2018/5/11,9052.96 ,9052.96 ,8394.46 ,8441.49 ,8488520192.00 ,143743802092.00 
2018/5/10,9325.96 ,9396.04 ,9040.52 ,9043.94 ,6906699776.00 ,153988453198.00 
2018/5/9,9223.73 ,9374.76 ,9031.62 ,9325.18 ,7226890240.00 ,158758858205.00 
2018/5/8,9380.87 ,9462.75 ,9127.77 ,9234.82 ,7415869952.00 ,157202142973.00 
2018/5/7,9645.67 ,9665.85 ,9231.53 ,9373.01 ,7394019840.00 ,159538115686.00 
2018/5/6,9845.31 ,9940.14 ,9465.25 ,9654.80 ,7222280192.00 ,164316605278.00 
2018/5/5,9700.28 ,9964.50 ,9695.12 ,9858.15 ,7651939840.00 ,167759953654.00 
2018/5/4,9695.50 ,9779.20 ,9585.96 ,9700.76 ,8217829888.00 ,165062796742.00 
2018/5/3,9233.97 ,9798.33 ,9188.15 ,9743.86 ,10207299584.00 ,165778380092.00 
2018/5/2,9104.60 ,9256.52 ,9015.14 ,9235.92 ,7558159872.00 ,157119854754.00 
2018/5/1,9251.47 ,9255.88 ,8891.05 ,9119.01 ,7713019904.00 ,155114132125.00 
2018/4/30,9426.11 ,9477.14 ,9166.81 ,9240.55 ,8673920000.00 ,157163847314.00 
2018/4/29,9346.41 ,9531.49 ,9193.71 ,9419.08 ,8853000192.00 ,160182287342.00 
2018/4/28,8939.27 ,9412.09 ,8931.99 ,9348.48 ,7805479936.00 ,158963068374.00 
2018/4/27,9290.63 ,9375.47 ,8987.05 ,8987.05 ,7566289920.00 ,152802874822.00 
2018/4/26,8867.32 ,9281.51 ,8727.09 ,9281.51 ,8970559488.00 ,157793327246.00 
2018/4/25,9701.03 ,9745.32 ,8799.84 ,8845.74 ,11083100160.00 ,150369282696.00 
2018/4/24,8934.34 ,9732.61 ,8927.83 ,9697.50 ,10678800384.00 ,164833256250.00 
2018/4/23,8794.39 ,8958.55 ,8788.81 ,8930.88 ,6925190144.00 ,151784994312.00 
2018/4/22,8925.06 ,9001.64 ,8779.61 ,8802.46 ,6629899776.00 ,149585589886.00 
2018/4/21,8848.79 ,8997.57 ,8652.15 ,8895.58 ,7548550144.00 ,151150137128.00 
2018/4/20,8286.88 ,8880.23 ,8244.54 ,8845.83 ,8438110208.00 ,150287113368.00 
2018/4/19,8159.27 ,8298.69 ,8138.78 ,8294.31 ,7063209984.00 ,140902801023.00 
2018/4/18,7944.43 ,8197.80 ,7886.01 ,8163.42 ,6529909760.00 ,138661092884.00 
2018/4/17,8071.66 ,8285.96 ,7881.72 ,7902.09 ,6900879872.00 ,134206623206.00 
2018/4/16,8337.57 ,8371.15 ,7925.73 ,8058.67 ,5631309824.00 ,136849408643.00 
2018/4/15,7999.33 ,8338.42 ,7999.33 ,8329.11 ,5244480000.00 ,141427138383.00 
2018/4/14,7874.67 ,8140.71 ,7846.00 ,7986.24 ,5191430144.00 ,135589384440.00 
2018/4/13,7901.09 ,8183.96 ,7758.93 ,7895.96 ,7764460032.00 ,134043001354.00 
2018/4/12,6955.38 ,7899.23 ,6806.51 ,7889.25 ,8906250240.00 ,133912618634.00 
2018/4/11,6843.47 ,6968.32 ,6817.59 ,6968.32 ,4641889792.00 ,118267198080.00 
2018/4/10,6795.44 ,6872.41 ,6704.15 ,6834.76 ,4272750080.00 ,115978358964.00 
2018/4/9,7044.32 ,7178.11 ,6661.99 ,6770.73 ,4894060032.00 ,114886335694.00 
2018/4/8,6919.98 ,7111.56 ,6919.98 ,7023.52 ,3652499968.00 ,119162880482.00 
2018/4/7,6630.51 ,7050.54 ,6630.51 ,6911.09 ,3976610048.00 ,117241368688.00 
2018/4/6,6815.96 ,6857.49 ,6575.00 ,6636.32 ,3766810112.00 ,112565173568.00 
2018/4/5,6848.65 ,6933.82 ,6644.80 ,6811.47 ,5639320064.00 ,115524404354.00 
2018/4/4,7456.41 ,7469.88 ,6803.88 ,6853.84 ,4936000000.00 ,116229557118.00 
2018/4/3,7102.26 ,7530.94 ,7072.49 ,7456.11 ,5499700224.00 ,126429245883.00 
2018/4/2,6844.86 ,7135.47 ,6816.58 ,7083.80 ,4333440000.00 ,120101932910.00 
2018/4/1,7003.06 ,7060.95 ,6526.87 ,6844.23 ,4532100096.00 ,116026809075.00 
2018/3/31,6892.48 ,7207.85 ,6863.52 ,6973.53 ,4553269760.00 ,118204645927.00 
2018/3/30,7171.45 ,7276.66 ,6683.93 ,6890.52 ,6289509888.00 ,116786562165.00 
2018/3/29,7979.07 ,7994.33 ,7081.38 ,7165.70 ,6361229824.00 ,121436043045.00 
2018/3/28,7836.83 ,8122.89 ,7809.17 ,7954.48 ,4935289856.00 ,134788265876.00 
2018/3/27,8200.00 ,8232.78 ,7797.28 ,7833.04 ,5378250240.00 ,132717053150.00 
2018/3/26,8498.47 ,8530.08 ,7921.43 ,8209.40 ,5921039872.00 ,139078211968.00 
2018/3/25,8612.81 ,8682.01 ,8449.10 ,8495.78 ,4569880064.00 ,143914265310.00 
2018/3/24,8901.95 ,8996.18 ,8665.70 ,8668.12 ,5664600064.00 ,146818882936.00 
2018/3/23,8736.25 ,8879.62 ,8360.62 ,8879.62 ,5954120192.00 ,150383574951.00 
2018/3/22,8939.44 ,9100.71 ,8564.90 ,8728.47 ,5530390016.00 ,147809220250.00 
2018/3/21,8937.48 ,9177.37 ,8846.33 ,8929.28 ,6043129856.00 ,151193917440.00 
2018/3/20,8619.67 ,9051.02 ,8389.89 ,8913.47 ,6361789952.00 ,150909503835.00 
2018/3/19,8344.12 ,8675.87 ,8182.40 ,8630.65 ,6729110016.00 ,146107514353.00 
2018/3/18,7890.52 ,8245.51 ,7397.99 ,8223.68 ,6639190016.00 ,139201713268.00 
2018/3/17,8321.91 ,8346.53 ,7812.82 ,7916.88 ,4426149888.00 ,133993486925.00 
2018/3/16,8322.91 ,8585.15 ,8005.31 ,8338.35 ,5289379840.00 ,141111773179.00 
2018/3/15,8290.76 ,8428.35 ,7783.05 ,8300.86 ,6834429952.00 ,140460819364.00 
2018/3/14,9214.65 ,9355.85 ,8068.59 ,8269.81 ,6438230016.00 ,139920843550.00 
2018/3/13,9173.04 ,9470.38 ,8958.19 ,9194.85 ,5991139840.00 ,155555594312.00 
2018/3/12,9602.93 ,9937.50 ,8956.43 ,9205.12 ,6457399808.00 ,155710928717.00 
2018/3/11,8852.78 ,9711.89 ,8607.12 ,9578.63 ,6296370176.00 ,162009710243.00 
2018/3/10,9350.59 ,9531.32 ,8828.47 ,8866.00 ,5386319872.00 ,149939797150.00 
2018/3/9,9414.69 ,9466.35 ,8513.03 ,9337.55 ,8704190464.00 ,157898203939.00 
2018/3/8,9951.44 ,10147.40 ,9335.87 ,9395.01 ,7186089984.00 ,158852238332.00 
2018/3/7,10803.90 ,10929.50 ,9692.12 ,9965.57 ,8797910016.00 ,168479670395.00 
2018/3/6,11500.10 ,11500.10 ,10694.30 ,10779.90 ,6832169984.00 ,182225316082.00 
2018/3/5,11532.40 ,11704.10 ,11443.90 ,11573.30 ,6468539904.00 ,195614809925.00 
2018/3/4,11497.40 ,11512.60 ,11136.10 ,11512.60 ,6084149760.00 ,194567395376.00 
2018/3/3,11101.90 ,11528.20 ,11002.40 ,11489.70 ,6690570240.00 ,194159120569.00 
2018/3/2,10977.40 ,11189.00 ,10850.10 ,11086.40 ,7620590080.00 ,187318996197.00 
2018/3/1,10385.00 ,11052.30 ,10352.70 ,10951.00 ,7317279744.00 ,185009753075.00 
2018/2/28,10687.20 ,11089.80 ,10393.10 ,10397.90 ,6936189952.00 ,175644310997.00 
2018/2/27,10393.90 ,10878.50 ,10246.10 ,10725.60 ,6966179840.00 ,181158869820.00 
2018/2/26,9669.43 ,10475.00 ,9501.73 ,10366.70 ,7287690240.00 ,175076064010.00 
2018/2/25,9796.42 ,9923.22 ,9407.06 ,9664.73 ,5706939904.00 ,163204062358.00 
2018/2/24,10287.70 ,10597.20 ,9546.97 ,9813.07 ,6917929984.00 ,165687799108.00 
2018/2/23,9937.07 ,10487.30 ,9734.56 ,10301.10 ,7739500032.00 ,173909350860.00 
2018/2/22,10660.40 ,11039.10 ,9939.09 ,10005.00 ,8040079872.00 ,168892273935.00 
2018/2/21,11372.20 ,11418.50 ,10479.10 ,10690.40 ,9405339648.00 ,180442459820.00 
2018/2/20,11231.80 ,11958.50 ,11231.80 ,11403.70 ,9926540288.00 ,192457815912.00 
2018/2/19,10552.60 ,11273.80 ,10513.20 ,11225.30 ,7652089856.00 ,189426791571.00 
2018/2/18,11123.40 ,11349.80 ,10326.00 ,10551.80 ,8744009728.00 ,178040648022.00 
2018/2/17,10207.50 ,11139.50 ,10149.40 ,11112.70 ,8660880384.00 ,187482083882.00 
2018/2/16,10135.70 ,10324.10 ,9824.82 ,10233.90 ,7296159744.00 ,172637061144.00 
2018/2/15,9488.32 ,10234.80 ,9395.58 ,10166.40 ,9062540288.00 ,171477807437.00 
2018/2/14,8599.92 ,9518.54 ,8599.92 ,9494.63 ,7909819904.00 ,160131558835.00 
2018/2/13,8926.72 ,8958.47 ,8455.41 ,8598.31 ,5696719872.00 ,144995984203.00 
2018/2/12,8141.43 ,8985.92 ,8141.43 ,8926.57 ,6256439808.00 ,150513128412.00 
2018/2/11,8616.13 ,8616.13 ,7931.10 ,8129.97 ,6122189824.00 ,137064586975.00 
2018/2/10,8720.08 ,9122.55 ,8295.47 ,8621.90 ,7780960256.00 ,145341842785.00 
2018/2/9,8271.84 ,8736.98 ,7884.71 ,8736.98 ,6784820224.00 ,147266052809.00 
2018/2/8,7637.86 ,8558.77 ,7637.86 ,8265.59 ,9346750464.00 ,139306699929.00 
2018/2/7,7755.49 ,8509.11 ,7236.79 ,7621.30 ,9169280000.00 ,128435001186.00 
2018/2/6,7051.75 ,7850.70 ,6048.26 ,7754.00 ,13999800320.00 ,130658094648.00 
2018/2/5,8270.54 ,8364.84 ,6756.68 ,6955.27 ,9285289984.00 ,117184385122.00 
2018/2/4,9175.70 ,9334.87 ,8031.22 ,8277.01 ,7073549824.00 ,139433682759.00 
2018/2/3,8852.12 ,9430.75 ,8251.63 ,9174.91 ,7263790080.00 ,154540000411.00 
2018/2/2,9142.28 ,9142.28 ,7796.49 ,8830.75 ,12726899712.00 ,148725283812.00 
2018/2/1,10237.30 ,10288.80 ,8812.28 ,9170.54 ,9959400448.00 ,154428564694.00 
2018/1/31,10108.20 ,10381.60 ,9777.42 ,10221.10 ,8041160192.00 ,172099559942.00 
2018/1/30,11306.80 ,11307.20 ,10036.20 ,10106.30 ,8637859840.00 ,170151556678.00 
2018/1/29,11755.50 ,11875.60 ,11179.20 ,11296.40 ,7107359744.00 ,190164444830.00 
2018/1/28,11475.30 ,12040.30 ,11475.30 ,11786.30 ,8350360064.00 ,198389948175.00 
2018/1/27,11174.90 ,11614.90 ,10989.20 ,11440.70 ,7583269888.00 ,192550550498.00 
2018/1/26,11256.00 ,11656.70 ,10470.30 ,11171.40 ,9746199552.00 ,187995804677.00 
2018/1/25,11421.70 ,11785.70 ,11057.40 ,11259.40 ,8873169920.00 ,189455303273.00 
2018/1/24,10903.40 ,11501.40 ,10639.80 ,11359.40 ,9940989952.00 ,191115225673.00 
2018/1/23,10944.50 ,11377.60 ,10129.70 ,10868.40 ,9660609536.00 ,182830257191.00 
2018/1/22,11633.10 ,11966.40 ,10240.20 ,10931.40 ,10537400320.00 ,183866421285.00 
2018/1/21,12889.20 ,12895.90 ,11288.20 ,11600.10 ,9935179776.00 ,195089460991.00 
2018/1/20,11656.20 ,13103.00 ,11656.20 ,12899.20 ,11801700352.00 ,216907619830.00 
2018/1/19,11429.80 ,11992.80 ,11172.10 ,11607.40 ,10740400128.00 ,195158837709.00 
2018/1/18,11198.80 ,12107.30 ,10942.50 ,11474.90 ,15020399616.00 ,192907550324.00 
2018/1/17,11431.10 ,11678.00 ,9402.29 ,11188.60 ,18830600192.00 ,188070430523.00 
2018/1/16,13836.10 ,13843.10 ,10194.90 ,11490.50 ,18853799936.00 ,193121120762.00 
2018/1/15,13767.30 ,14445.50 ,13641.70 ,13819.80 ,12750799872.00 ,232242775485.00 
2018/1/14,14370.80 ,14511.80 ,13268.00 ,13772.00 ,11084099584.00 ,231413491364.00 
2018/1/13,13952.40 ,14659.50 ,13952.40 ,14360.20 ,12763599872.00 ,241268592240.00 
2018/1/12,13453.90 ,14229.90 ,13158.10 ,13980.60 ,12065699840.00 ,234865160377.00 
2018/1/11,14968.20 ,15018.80 ,13105.90 ,13405.80 ,16534099968.00 ,225178724050.00 
2018/1/10,14588.50 ,14973.30 ,13691.20 ,14973.30 ,18500800512.00 ,251472635522.00 
2018/1/9,15123.70 ,15497.50 ,14424.00 ,14595.40 ,16659999744.00 ,245095808695.00 
2018/1/8,16476.20 ,16537.90 ,14208.20 ,15170.10 ,18413899776.00 ,254715263101.00 
2018/1/7,17527.30 ,17579.60 ,16087.70 ,16477.60 ,15866000384.00 ,276634797271.00 
2018/1/6,17462.10 ,17712.40 ,16764.60 ,17527.00 ,18314600448.00 ,294217423675.00 
2018/1/5,15477.20 ,17705.20 ,15202.80 ,17429.50 ,23840899072.00 ,292544135538.00 
2018/1/4,15270.70 ,15739.70 ,14522.20 ,15599.20 ,21783199744.00 ,261795321110.00 
2018/1/3,14978.20 ,15572.80 ,14844.50 ,15201.00 ,16871900160.00 ,255080562912.00 
2018/1/2,13625.00 ,15444.60 ,13163.60 ,14982.10 ,16846600192.00 ,251377913955.00 
2018/1/1,14112.20 ,14112.20 ,13154.70 ,13657.20 ,10291200000.00 ,229119155396.00 
2017/12/31,12897.70 ,14377.40 ,12755.60 ,14156.40 ,12136299520.00 ,237465823980.00 
2017/12/30,14681.90 ,14681.90 ,12350.10 ,12952.20 ,14452599808.00 ,217239803085.00 
2017/12/29,14695.80 ,15279.00 ,14307.00 ,14656.20 ,13025500160.00 ,245793634125.00 
2017/12/28,15864.10 ,15888.40 ,13937.30 ,14606.50 ,12336499712.00 ,244929825575.00 
2017/12/27,16163.50 ,16930.90 ,15114.30 ,15838.50 ,12487600128.00 ,265559172050.00 
2017/12/26,14036.60 ,16461.20 ,14028.90 ,16099.80 ,13454300160.00 ,269908107763.00 
2017/12/25,13995.90 ,14593.00 ,13448.90 ,14026.60 ,10664699904.00 ,235126843805.00 
2017/12/24,14608.20 ,14626.00 ,12747.70 ,13925.80 ,11572299776.00 ,233414163395.00 
2017/12/23,13948.70 ,15603.20 ,13828.80 ,14699.20 ,13086000128.00 ,246349213910.00 
2017/12/22,15898.00 ,15943.40 ,11833.00 ,13831.80 ,22197999616.00 ,231788283457.00 
2017/12/21,16642.40 ,17567.70 ,15342.70 ,15802.90 ,16516599808.00 ,264788651530.00 
2017/12/20,17760.30 ,17934.70 ,16077.70 ,16624.60 ,22149699584.00 ,278528964015.00 
2017/12/19,19118.30 ,19177.80 ,17275.40 ,17776.70 ,16894499840.00 ,297801055828.00 
2017/12/18,19106.40 ,19371.00 ,18355.90 ,19114.20 ,14839499776.00 ,320174318520.00 
